5	20	20	
0	1	1	35
1	0	1	35
1	2	3	95
2	1	3	95
1	5	2	75
5	1	2	75
0	4	1	30
4	0	1	30
4	6	2	20
6	4	2	20
6	18	5	230
18	6	5	230
2	3	2	200
3	2	2	200
2	7	2	60
7	2	2	60
7	8	3	95
8	7	3	95
8	9	1	20
9	8	1	20
9	10	4	155
10	9	4	155
10	11	1	20
11	10	1	20
3	18	6	320
18	3	6	320
19	18	1	45
18	19	1	45
15	18	5	340
18	15	5	340
15	16	5	320
16	15	5	320
16	17	1	10
17	16	1	10
12	15	3	115
15	12	3	115
12	13	1	45
13	12	1	45
8	12	3	125
12	8	3	125
13	14	2	160
14	13	2	160
12	13	1	100
